scenario_id,scenario_description,recommended_care_option,explanation,urgency_level
bfcef607-3d24-4a8e-8101-6d8b90271bfa,"A 55-year-old visitor from China on a cruise stopover. Visitor has a broken bone with visible deformity after a fall, and extreme pain.",Emergency Room (ER),"Suspected fractures with deformity require ER evaluation for imaging, realignment, and possible casting or surgical intervention.",High
9e717cf8-98df-4adc-ba39-8c67a8c70ddc,A 45-year-old visitor from Japan at a national park. Traveler is having a severe allergic reaction with throat swelling and difficulty breathing after eating.,Emergency Room (ER),"Anaphylaxis is life-threatening. Call 911 immediately. If an EpiPen is available, use it. Do not wait — go to the ER right away.",Critical
3de98969-9da4-46fa-a622-10fb05b3f2e8,A 25-year-old traveler from India on a 2-week vacation. Traveler has had a sudden onset of severe headache described as 'the worst headache of their life.',Emergency Room (ER),A sudden severe headache can indicate a subarachnoid hemorrhage or other serious neurological event. Go to the ER immediately.,Critical
c166ad1e-a863-4d17-895b-a7d226f44513,"A 40-year-old visitor from Saudi Arabia during a layover. Traveler is experiencing signs of stroke: face drooping, arm weakness, slurred speech.",Emergency Room (ER),"FAST symptoms (Face drooping, Arm weakness, Speech difficulty, Time to call 911) indicate a stroke. Every minute counts — call 911 immediately.",Critical
2c04ca9d-848d-4e6c-87f3-abc6aa4336dd,A 72-year-old retiree from Canada during a road trip. Traveler has had a sudden onset of severe headache described as 'the worst headache of their life.',Emergency Room (ER),A sudden severe headache can indicate a subarachnoid hemorrhage or other serious neurological event. Go to the ER immediately.,Critical
926969c8-c0e4-418e-b064-174b7cda7f6d,A 62-year-old tourist from Germany after a long-haul flight. Visitor has been vomiting for several hours after eating street food and feels dehydrated.,Urgent Care Center,Food poisoning with mild-to-moderate dehydration can be treated at urgent care with IV fluids if needed. Go to the ER if symptoms worsen severely.,Moderate
25de82cf-ebfa-4d1a-b837-a1229b258197,"A 30-year-old tourist from Australia visiting family. Visitor has a broken bone with visible deformity after a fall, and extreme pain.",Emergency Room (ER),"Suspected fractures with deformity require ER evaluation for imaging, realignment, and possible casting or surgical intervention.",High
91c14ca5-5e40-430a-8e42-0a4de6f39582,A 25-year-old traveler from India visiting family. Traveler needs blood work or basic lab tests but does not have health insurance.,Community Health Clinic,Community health centers can order and interpret basic lab tests on a sliding fee scale for uninsured patients.,Low
33747c1a-1070-41df-a7e1-791ebf1ad4aa,"A 68-year-old visitor from Italy on a student exchange program. Traveler needs to purchase bandages, antiseptic cream, and wound dressing supplies.",Pharmacy,Pharmacies carry complete first-aid supplies. A pharmacist can also advise on proper wound care for minor injuries.,Low
4812d7e0-65ed-48d3-8631-1b5e93ab0285,"A 30-year-old tourist from Australia on a 2-week vacation. Visitor fell and hit their head, briefly losing consciousness and now feeling confused.",Emergency Room (ER),Loss of consciousness and confusion after a head injury indicates possible concussion or traumatic brain injury requiring immediate ER evaluation.,Critical
831d38d5-6c91-4f7b-a26d-4c6a7ebbfb32,A 25-year-old traveler from India during a road trip. Visitor developed a mild rash after eating at a restaurant and is unsure of the cause.,Urgent Care Center,"Urgent care can evaluate mild allergic reactions and skin rashes, prescribe antihistamines, and rule out more serious conditions.",Moderate
81ca8d78-daea-4b4e-8c94-2710898dd21c,A 45-year-old visitor from Japan on a student exchange program. Traveler has a mild ear infection with pain and muffled hearing but no high fever.,Urgent Care Center,Urgent care can diagnose ear infections and prescribe antibiotic drops or oral antibiotics.,Low-Moderate
32c9439e-7361-473d-88dd-08b597b4a524,A 50-year-old visitor from the UK after a long-haul flight. Traveler sustained a small cut on the hand while cooking that may need stitches.,Urgent Care Center,Urgent care can clean wounds and apply sutures or skin glue for lacerations that do not involve tendons or deep tissue.,Moderate
5a1a0fee-eb8f-4b53-8f9c-fd5cfc8fa596,A 22-year-old student from South Korea visiting family. Traveler has had a sudden onset of severe headache described as 'the worst headache of their life.',Emergency Room (ER),A sudden severe headache can indicate a subarachnoid hemorrhage or other serious neurological event. Go to the ER immediately.,Critical
6b77fa56-a085-498c-b6cc-3a4464a74ad3,A 30-year-old tourist from Australia at a shopping mall. Traveler has a persistent cough lasting 5 days with no shortness of breath or chest pain.,Urgent Care Center,"Urgent care can evaluate upper respiratory infections, prescribe cough suppressants, and rule out pneumonia with a chest X-ray.",Low-Moderate
02c6d875-bb6c-40b3-9388-9d11b9f3ee6b,A 45-year-old visitor from Japan during a road trip. Traveler needs a prescription renewal for a chronic condition medication they take regularly.,Telehealth Service,Telehealth providers can evaluate ongoing chronic conditions and issue prescription renewals in most states. This is the most convenient option for travelers.,Low-Moderate
260ec6ef-8c2c-4466-a277-922c7fb39973,A 35-year-old business traveler from France after a long-haul flight. Visitor needs routine vaccinations or travel immunizations not received before departure.,Community Health Clinic,"Many community health clinics offer vaccination services, including travel vaccines, often at reduced cost compared to private clinics.",Low
5928d3a7-ba80-4a9f-960b-9834feb44ae6,A 55-year-old visitor from China at a shopping mall. Traveler has a persistent cough lasting 5 days with no shortness of breath or chest pain.,Urgent Care Center,"Urgent care can evaluate upper respiratory infections, prescribe cough suppressants, and rule out pneumonia with a chest X-ray.",Low-Moderate
62f22b41-d747-455b-9de6-169d18538c95,A 45-year-old visitor from Japan at a beach resort. Traveler sustained a small cut on the hand while cooking that may need stitches.,Urgent Care Center,Urgent care can clean wounds and apply sutures or skin glue for lacerations that do not involve tendons or deep tissue.,Moderate
1d3378b9-1c14-4528-9036-089b22d927f3,A 68-year-old visitor from Italy during a layover. Traveler without insurance needs to see a doctor for a non-emergency concern and cannot afford ER prices.,Community Health Clinic,"Federally Qualified Health Centers (FQHCs) provide care on a sliding fee scale based on income, making them accessible for uninsured visitors.",Low
169ada9e-da6e-4b90-8e27-9f617f05a0d0,A 33-year-old tourist from Spain on a cruise stopover. Visitor has mild COVID symptoms and wants a virtual consultation before seeking in-person care.,Telehealth Service,"Telehealth providers can assess COVID symptoms, recommend testing, and advise on next steps without requiring an in-person visit.",Moderate
83fd5624-6def-4724-8918-8621c6fa7843,A 62-year-old tourist from Germany on a student exchange program. Traveler has had a sudden onset of severe headache described as 'the worst headache of their life.',Emergency Room (ER),A sudden severe headache can indicate a subarachnoid hemorrhage or other serious neurological event. Go to the ER immediately.,Critical
12cc85ef-04f6-4ec1-ae5f-4c88bb98b36e,A 40-year-old visitor from Saudi Arabia during a road trip. Traveler has a mild ear infection with pain and muffled hearing but no high fever.,Urgent Care Center,Urgent care can diagnose ear infections and prescribe antibiotic drops or oral antibiotics.,Low-Moderate
a90057e5-275e-431a-a2d1-9d2614679998,A 19-year-old student from Mexico attending a business conference. Visitor wants guidance on whether their symptoms warrant an ER visit or can be managed at home.,Telehealth Service,"Telehealth triage services help visitors determine the appropriate level of care needed, potentially saving an unnecessary ER visit.",Low-Moderate
3fdea02b-3b53-451c-be13-76b9ecf055ba,A 62-year-old tourist from Germany at an amusement park. Traveler is having a severe allergic reaction with throat swelling and difficulty breathing after eating.,Emergency Room (ER),"Anaphylaxis is life-threatening. Call 911 immediately. If an EpiPen is available, use it. Do not wait — go to the ER right away.",Critical
7b251d92-c64e-4915-840f-43d8042f5f79,A 55-year-old visitor from China at an Airbnb rental. Visitor has mild COVID symptoms and wants a virtual consultation before seeking in-person care.,Telehealth Service,"Telehealth providers can assess COVID symptoms, recommend testing, and advise on next steps without requiring an in-person visit.",Moderate
992d3b4a-ffda-40f1-b130-b359cde138ee,A 19-year-old student from Mexico on a cruise stopover. Traveler has had a fever of 101°F for 24 hours with mild body aches and no rash.,Urgent Care Center,"Urgent care is appropriate for fevers that are persistent but not dangerously high, allowing evaluation and treatment without ER-level expense.",Moderate
335b8f71-244d-4418-9270-fa4f565c2661,A 25-year-old traveler from India at an Airbnb rental. Traveler has had a fever of 101°F for 24 hours with mild body aches and no rash.,Urgent Care Center,"Urgent care is appropriate for fevers that are persistent but not dangerously high, allowing evaluation and treatment without ER-level expense.",Moderate
d1607438-4ef8-4447-b095-e26dc555165a,A 33-year-old tourist from Spain during a layover. Traveler has a mild ear infection with pain and muffled hearing but no high fever.,Urgent Care Center,Urgent care can diagnose ear infections and prescribe antibiotic drops or oral antibiotics.,Low-Moderate
9d54ee33-97a4-4d7b-8655-e3822787c332,A 45-year-old visitor from Japan on a cruise stopover. Traveler without insurance needs to see a doctor for a non-emergency concern and cannot afford ER prices.,Community Health Clinic,"Federally Qualified Health Centers (FQHCs) provide care on a sliding fee scale based on income, making them accessible for uninsured visitors.",Low
1df79b19-aec3-4762-b3f2-e9d0cf5c1f9c,A 55-year-old visitor from China on a cruise stopover. Traveler without insurance needs to see a doctor for a non-emergency concern and cannot afford ER prices.,Community Health Clinic,"Federally Qualified Health Centers (FQHCs) provide care on a sliding fee scale based on income, making them accessible for uninsured visitors.",Low
c1efdc43-1d8c-4769-a7a5-af9b80c055e8,A 72-year-old retiree from Canada visiting family. Visitor has a deep laceration that is bleeding heavily and not stopping with direct pressure.,Emergency Room (ER),Uncontrolled bleeding from a deep wound is a medical emergency. Go to the ER or call 911 for immediate wound care and possible surgery.,Critical
