term_id,term,simple_explanation,visitor_friendly_explanation
ab95d844-4613-466c-8aa5-29bcec9b1c5f,Out-of-Pocket Maximum,The most you will have to pay for covered services in a plan year before your insurance pays 100% of covered costs.,"This is your financial safety net. Once you've spent a certain amount of money on healthcare in a year (e.g., $6,000), your insurance covers 100% of additional covered costs for the rest of the year."
583d8d36-6476-420b-9619-80c5f5c68c5b,Referral,A formal recommendation from one healthcare provider directing a patient to see another provider or specialist.,"If your urgent care doctor believes you need to see a specialist (e.g., a heart doctor or bone specialist), they will give you a referral — a formal recommendation to schedule an appointment with that specialist."
e04c8e63-ccef-4845-8e29-f6117a097b92,Out-of-Pocket Maximum,The most you will have to pay for covered services in a plan year before your insurance pays 100% of covered costs.,"This is your financial safety net. Once you've spent a certain amount of money on healthcare in a year (e.g., $6,000), your insurance covers 100% of additional covered costs for the rest of the year."
f3f95c93-3f85-4ac3-9bc3-de70845a8068,Deductible,The amount you must pay out-of-pocket for healthcare services before your insurance starts paying.,"Imagine your insurance has a 'startup cost' of $1,000 per year. Until you've paid $1,000 in medical bills yourself, your insurance won't contribute. After that, they start helping pay your bills."
b023a874-5f31-4d59-9c9e-417908c593c1,Travel Insurance,"Insurance purchased before a trip that can cover medical emergencies, trip cancellations, and other unexpected events during travel.","Travel insurance is your financial safety net while traveling internationally. If you get sick or injured in the US, it can help cover your hospital bills, emergency transport, and even medical evacuation back to your home country."
3c6a2baf-8969-4295-9729-c2fb027c2915,Prior Authorization,Approval from your insurance company required before receiving certain medical services or medications.,"For some expensive treatments or medications, your insurance company wants to approve it first before they agree to help pay. This pre-approval is called prior authorization. Without it, they may not cover the service."
fdd949ed-91aa-4780-b67a-d5d2fed28ffc,HIPAA,A US federal law protecting the privacy and security of patients' medical information.,"HIPAA means your medical information in the US is legally protected. Healthcare providers cannot share your health details with others without your permission, except in limited situations like emergencies or legal requirements."
649fa371-da36-42fc-8565-50ca73d8ac97,Coinsurance,"After meeting your deductible, the percentage of healthcare costs you share with your insurance company.","After you've met your deductible, coinsurance means you and your insurance both share the remaining bill. For example, with 80/20 coinsurance, your insurance pays 80% and you pay 20% of each bill."
a44a99ea-ff89-43df-b9e3-43166fca2e1f,Formulary,A list of prescription medications covered by an insurance plan.,"Your insurance plan has a list of approved medications it will help pay for — this list is called a formulary. If your medication is not on the list, you may have to pay full price or ask your doctor for an alternative that is covered."
42e61308-7bf3-46dc-b604-45f2ff9e660c,Coinsurance,"After meeting your deductible, the percentage of healthcare costs you share with your insurance company.","After you've met your deductible, coinsurance means you and your insurance both share the remaining bill. For example, with 80/20 coinsurance, your insurance pays 80% and you pay 20% of each bill."
66892358-e523-4eee-9324-69ebbd0fc920,Emergency Medical Evacuation,Transportation of a patient to the nearest appropriate medical facility or back to their home country when local treatment is unavailable or insufficient.,"If you are seriously ill or injured and need to be flown home or to a better-equipped hospital, this is called a medical evacuation. Some travel insurance plans cover this, which can cost $50,000 to $200,000 without insurance."
8a387d34-c68a-4d67-80d3-ea8d42c7aa6c,Over-the-Counter (OTC) Medication,Medication available for purchase without a doctor's prescription.,"OTC medications can be bought directly off the shelf at a pharmacy or grocery store. Common examples include acetaminophen (Tylenol) for pain, ibuprofen (Advil) for inflammation, or Benadryl for allergies. No doctor visit required."
2db05bd8-303f-4286-a940-86afdfe48d6e,Telehealth,"Medical consultations, diagnoses, and prescriptions delivered remotely via video call, phone, or messaging.","Telehealth lets you see a licensed US doctor from your phone or computer without going anywhere. Perfect for travelers who need a prescription refill, advice for a mild illness, or mental health support."
44c33db0-5d19-42eb-88ba-a37facb5fc95,Anaphylaxis,"A severe, life-threatening allergic reaction requiring immediate epinephrine injection.","Anaphylaxis is the most severe form of allergic reaction. Symptoms include throat swelling, hives, dropping blood pressure, and difficulty breathing. This is always a 911/ER emergency. If you carry an EpiPen, use it immediately."
7abc3da2-b946-4dab-a116-2aa78925cccf,Out-of-Pocket Maximum,The most you will have to pay for covered services in a plan year before your insurance pays 100% of covered costs.,"This is your financial safety net. Once you've spent a certain amount of money on healthcare in a year (e.g., $6,000), your insurance covers 100% of additional covered costs for the rest of the year."
827bdb52-2e68-4f3b-b844-b88b2eced711,Travel Insurance,"Insurance purchased before a trip that can cover medical emergencies, trip cancellations, and other unexpected events during travel.","Travel insurance is your financial safety net while traveling internationally. If you get sick or injured in the US, it can help cover your hospital bills, emergency transport, and even medical evacuation back to your home country."
babd38a1-5fdd-46b8-bcf0-157f702fac7b,Copay,"A fixed dollar amount you pay for a covered healthcare service, usually at the time of service.","Think of a copay like a fixed entry fee. For example, you might pay $30 every time you visit a doctor, regardless of what happens during the appointment. Your insurance covers the rest of the bill."
2666a49a-c7c0-4885-8a08-ad550d3360c8,Prescription Medication,Medication that legally requires a written order from a licensed healthcare provider before it can be dispensed by a pharmacist.,"Some medications are prescription-only, meaning a US doctor must authorize them before a pharmacy will give them to you. If you need a prescription from home refilled, you may need a telehealth or urgent care visit to get a US prescription."
